MaritalStatus,MaritalStatusLabel,ApplicationMode,ApplicationModeLabel,ApplicatioOrder,Course,CourseLabel,DaytimeEveningAttendance,AttendanceTiming,PreviousQualification,Nationality,NationalityLabel,MotherQualification,MotherQualLabel,FatherQualification,FatherQualLabel,MotherOccupation,MotherOccLabel,FatherOccupation,FatherOccLabel,Displaced,EducationalSpecialNeeds,SpecialNeedsLabel,Debtor,DebtorLabel,TuitionFeesUpToDate,Gender,GenderLabel,ScholarshipHolder,ScholarshipHolderLabel,AgeAtEnrollment,AgeBand,International,CurricularUnits1stSem_credited,CurricularUnits1stSem_enrolled,CurricularUnits1stSem_evaluations,CurricularUnits1stSe_approved,CurricularUnits1stSem_grade,CurricularUnits1stSem_withoutevaluations,CurricularUnits2ndtSem_credited,CurricularUnits2ndtSem_enrolled,CurricularUnits2ndtSem_evaluations,CurricularUnits2ndtSem_approved,CurricularUnits2ndtSem_grade,CurricularUnits2ndtSem_withoutevaluations,TotalGrades,TotalUnitsApproved,AverageGrade1stAnd2ndSem,GradeBand,TotalCreditsEarned,TotalUnitsEnrolled,TotalUnitsApproved2,PassRates,UnemploymentRate,InflationRate,GDP,RiskLevel,Target,is_Dropout
1,Single,1,Regular,2,15,Psychology,1,Daytime,1,1,India,23,Specialized Training,28,Bachelor of Science,10,Nurse,10,Technician,1,0,No,0,No,1,1,Male,0,No,18,<20,0,0,6,8,6,12.33333333,0,0,6,11,3,12.33333333,0,24.66666667,9,12.33333333,9-12.9,0,12,9,0.75,10.8,1.4,1.74,Medium Risk,Graduate,0
1,Single,8,Quota,3,9,Mathematics,1,Daytime,1,1,India,13,IT Certification,14,Professional,5,Private Employee,8,Lawyer,1,0,No,1,Yes,1,1,Male,0,No,18,<20,0,0,5,8,3,10.33333333,0,0,5,11,3,10.85714286,0,21.19047619,6,10.5952381,9-12.9,0,10,6,0.6,10.8,1.4,1.74,Medium Risk,Dropout,1
1,Single,9,Online,4,11,Chemistry,1,Daytime,1,1,India,13,IT Certification,27,Bachelor of Arts,8,Professional,8,Lawyer,1,0,No,0,No,1,1,Male,1,Yes,21,20-25,0,0,6,8,4,10.5,0,0,6,11,1,11,0,21.5,5,10.75,9-12.9,0,12,5,0.416666667,9.4,-0.8,-3.12,High Risk,Dropout,1
1,Single,8,Quota,4,15,Psychology,1,Daytime,1,1,India,1,No Schooling,14,Professional,10,Nurse,9,Accountant,1,0,No,1,Yes,1,1,Male,1,Yes,19,<20,0,0,6,6,6,13.66666667,0,0,6,6,6,13.33333333,0,27,12,13.5,13+,0,12,12,1,8.9,1.4,3.51,Low Risk,Graduate,0
1,Single,8,Quota,4,12,Economics,1,Daytime,1,1,India,23,Specialized Training,27,Bachelor of Arts,10,Nurse,10,Technician,0,0,No,0,No,1,1,Male,1,Yes,22,20-25,0,0,7,7,7,14.84285714,0,0,8,9,8,15.05555556,0,29.8984127,15,14.94920635,13+,0,15,15,1,16.2,0.3,-0.92,Medium Risk,Graduate,0
2,Married,12,Evening Program,1,3,Mechanical Engg,0,Evening,1,1,India,22,Trade,27,Bachelor of Arts,10,Nurse,7,Doctor,0,0,No,0,No,1,1,Male,0,No,33,>30,0,0,6,8,6,12,0,0,6,6,6,11.66666667,0,23.66666667,12,11.83333333,9-12.9,0,12,12,1,10.8,1.4,1.74,Medium Risk,Graduate,0
1,Single,1,Regular,6,16,Sociology,1,Daytime,1,1,India,13,IT Certification,14,Professional,10,Nurse,10,Technician,1,0,No,0,No,1,1,Male,0,No,20,20-25,0,0,6,8,5,12.2,0,0,6,7,5,12.2,0,24.4,10,12.2,9-12.9,0,12,10,0.833333333,10.8,1.4,1.74,Medium Risk,Dropout,1
1,Single,12,Evening Program,1,17,Other,0,Evening,2,1,India,3,Middle,3,Middle,3,Teacher,3,Teacher,1,0,No,0,No,1,1,Male,0,No,35,>30,0,0,1,1,0,0,1,0,5,0,0,0,0,0,0,0,<5,0,6,0,0,10.8,1.4,1.74,Medium Risk,Dropout,1
1,Single,12,Evening Program,1,4,Civil Engg,1,Daytime,4,1,India,3,Middle,3,Middle,5,Private Employee,3,Teacher,0,0,No,1,Yes,1,1,Male,0,No,24,20-25,0,6,12,17,6,12.16666667,0,7,12,14,10,13.3,0,25.46666667,16,12.73333333,9-12.9,13,24,16,0.666666667,12.4,0.5,1.79,Medium Risk,Dropout,1
1,Single,8,Quota,1,11,Chemistry,1,Daytime,1,1,India,13,IT Certification,14,Professional,5,Private Employee,5,Private Employee,0,0,No,0,No,1,1,Male,0,No,18,<20,0,0,5,6,5,12,0,0,5,8,3,11.33333333,0,23.33333333,8,11.66666667,9-12.9,0,10,8,0.8,12.7,3.7,-1.7,Medium Risk,Enrolled,0
2,Married,12,Evening Program,1,3,Mechanical Engg,0,Evening,1,1,India,22,Trade,27,Bachelor of Arts,10,Nurse,7,Doctor,1,0,No,0,No,1,0,Female,0,No,33,>30,0,0,6,7,6,11,0,0,6,11,5,11,0,22,11,11,9-12.9,0,12,11,0.916666667,9.4,-0.8,-3.12,High Risk,Graduate,0
1,Single,13,Day Program,1,12,Economics,1,Daytime,1,1,India,22,Trade,28,Bachelor of Science,10,Nurse,8,Lawyer,1,0,No,0,No,1,0,Female,1,Yes,22,20-25,0,0,8,8,7,13.08,0,0,8,8,7,13.08,0,26.16,14,13.08,13+,0,16,14,0.875,10.8,1.4,1.74,Medium Risk,Graduate,0
1,Single,12,Evening Program,1,14,English,1,Daytime,1,1,India,1,No Schooling,14,Professional,5,Private Employee,6,Engineer,0,0,No,0,No,1,0,Female,1,Yes,25,20-25,0,0,5,7,4,10.5,0,0,5,7,5,11.6,0,22.1,9,11.05,9-12.9,0,10,9,0.9,9.4,-0.8,-3.12,High Risk,Graduate,0
1,Single,8,Quota,1,5,Electrical Engg,1,Daytime,1,1,India,13,IT Certification,28,Bachelor of Science,5,Private Employee,1,Worker,1,0,No,0,No,1,1,Male,0,No,20,20-25,0,0,6,9,6,10.66666667,1,0,6,6,5,11.2,0,21.86666667,11,10.93333333,9-12.9,0,12,11,0.916666667,7.6,2.6,0.32,Medium Risk,Graduate,0
1,Single,1,Regular,6,9,Mathematics,1,Daytime,1,1,India,23,Specialized Training,27,Bachelor of Arts,10,Nurse,10,Technician,1,0,No,0,No,1,1,Male,0,No,23,20-25,0,0,5,6,4,14,0,0,5,5,5,13.8,0,27.8,9,13.9,13+,0,10,9,0.9,11.1,0.6,2.02,Medium Risk,Enrolled,0
1,Single,14,Scholarship,2,7,Chemical Engg,1,Daytime,1,1,India,23,Specialized Training,14,Professional,10,Nurse,7,Doctor,1,0,No,1,Yes,1,1,Male,0,No,18,<20,0,0,5,9,2,10,0,0,5,9,0,0,0,10,2,5,5-8.9,0,10,2,0.2,15.5,2.8,-4.06,Medium Risk,Enrolled,0
1,Single,12,Evening Program,1,12,Economics,1,Daytime,1,1,India,1,No Schooling,1,No Schooling,5,Private Employee,11,Professional,0,0,No,0,No,1,1,Male,0,No,24,20-25,0,0,7,18,0,0,0,0,7,7,0,0,0,0,0,0,<5,0,14,0,0,13.9,-0.3,0.79,Medium Risk,Dropout,1
1,Single,8,Quota,2,15,Psychology,1,Daytime,1,14,Russia,13,IT Certification,1,No Schooling,10,Nurse,10,Technician,1,0,No,0,No,0,0,Female,0,No,21,20-25,1,0,6,6,6,14,0,0,6,6,6,13.5,0,27.5,12,13.75,13+,0,12,12,1,8.9,1.4,3.51,Low Risk,Graduate,0
1,Single,6,Lateral Entry,1,8,BioTech,1,Daytime,1,14,Russia,1,No Schooling,1,No Schooling,5,Private Employee,5,Private Employee,0,0,No,0,No,1,0,Female,0,No,26,26-30,1,0,6,7,2,12,1,0,6,6,0,0,0,12,2,6,5-8.9,0,12,2,0.166666667,8.9,1.4,3.51,Low Risk,Dropout,1
2,Married,12,Evening Program,1,16,Sociology,1,Daytime,8,1,India,22,Trade,24,Short Courses,1,Housewife,1,Worker,0,0,No,0,No,1,0,Female,0,No,39,>30,0,0,6,12,3,12.66666667,0,0,6,14,0,0,1,12.66666667,3,6.333333333,5-8.9,0,12,3,0.25,7.6,2.6,0.32,Medium Risk,Dropout,1
2,Married,12,Evening Program,1,3,Mechanical Engg,0,Evening,1,1,India,22,Trade,14,Professional,10,Nurse,10,Technician,0,0,No,0,No,1,0,Female,0,No,44,>30,0,2,8,11,8,11.875,0,0,6,7,6,12.33333333,0,24.20833333,14,12.10416667,9-12.9,2,14,14,1,12.7,3.7,-1.7,Medium Risk,Graduate,0
1,Single,6,Lateral Entry,1,7,Chemical Engg,1,Daytime,1,12,China,23,Specialized Training,3,Middle,10,Nurse,3,Teacher,1,0,No,0,No,1,1,Male,0,No,19,<20,1,0,5,9,5,14,0,0,5,11,3,13.25,0,27.25,8,13.625,13+,0,10,8,0.8,13.9,-0.3,0.79,Medium Risk,Enrolled,0
1,Single,1,Regular,5,15,Psychology,1,Daytime,1,1,India,22,Trade,1,No Schooling,6,Business,6,Engineer,1,0,No,0,No,1,0,Female,0,No,18,<20,0,0,6,6,6,13.66666667,0,0,6,6,6,13.33333333,0,27,12,13.5,13+,0,12,12,1,8.9,1.4,3.51,Low Risk,Graduate,0
1,Single,1,Regular,5,12,Economics,1,Daytime,1,1,India,22,Trade,27,Bachelor of Arts,8,Professional,8,Lawyer,1,0,No,0,No,1,0,Female,1,Yes,18,<20,0,0,7,7,7,13.75,0,0,8,9,8,14.47777778,0,28.22777778,15,14.11388889,13+,0,15,15,1,12.4,0.5,1.79,Medium Risk,Graduate,0
1,Single,1,Regular,1,6,Electronics Engg,1,Daytime,1,1,India,1,No Schooling,2,Primary,10,Nurse,2,Businessman,1,0,No,0,No,1,0,Female,0,No,19,<20,0,0,5,7,5,14.2,2,0,5,7,5,13.8,0,28,10,14,13+,0,10,10,1,12.7,3.7,-1.7,Medium Risk,Enrolled,0
1,Single,1,Regular,4,12,Economics,1,Daytime,1,1,India,3,Middle,3,Middle,3,Teacher,3,Teacher,1,0,No,1,Yes,0,0,Female,0,No,19,<20,0,0,7,10,4,11.96,0,0,7,7,0,0,0,11.96,4,5.98,5-8.9,0,14,4,0.285714286,13.9,-0.3,0.79,Medium Risk,Dropout,1
1,Single,17,Distance Learning,1,6,Electronics Engg,1,Daytime,16,1,India,23,Specialized Training,28,Bachelor of Science,10,Nurse,10,Technician,0,0,No,0,No,1,0,Female,0,No,21,20-25,0,7,10,12,8,12.875,0,4,9,14,5,13.4,0,26.275,13,13.1375,13+,11,19,13,0.684210526,8.9,1.4,3.51,Low Risk,Dropout,1
1,Single,1,Regular,4,2,IT,1,Daytime,1,1,India,1,No Schooling,1,No Schooling,10,Nurse,11,Professional,1,0,No,0,No,1,0,Female,0,No,20,20-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,16.2,0.3,-0.92,Medium Risk,Graduate,0
2,Married,12,Evening Program,1,3,Mechanical Engg,0,Evening,1,1,India,22,Trade,27,Bachelor of Arts,7,Self-Employed,6,Engineer,1,0,No,0,No,1,0,Female,0,No,36,>30,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,<5,0,12,0,0,9.4,-0.8,-3.12,High Risk,Dropout,1
4,Widowed,12,Evening Program,1,4,Civil Engg,1,Daytime,9,1,India,22,Trade,27,Bachelor of Arts,10,Nurse,7,Doctor,0,0,No,0,No,1,0,Female,0,No,43,>30,0,13,18,19,18,14.63157895,0,10,13,14,13,14.23076923,1,28.86234818,31,14.43117409,13+,23,31,31,1,15.5,2.8,-4.06,Medium Risk,Graduate,0
1,Single,9,Online,1,16,Sociology,1,Daytime,1,1,India,13,IT Certification,14,Professional,10,Nurse,8,Lawyer,1,0,No,0,No,1,0,Female,0,No,19,<20,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,<5,0,12,0,0,11.1,0.6,2.02,Medium Risk,Dropout,1
1,Single,16,Sponsored,1,5,Electrical Engg,1,Daytime,1,1,India,3,Middle,1,No Schooling,3,Teacher,9,Accountant,0,0,No,1,Yes,1,0,Female,0,No,20,20-25,0,4,10,12,10,13,0,5,11,11,11,12.27272727,0,25.27272727,21,12.63636364,9-12.9,9,21,21,1,11.1,0.6,2.02,Medium Risk,Graduate,0
1,Single,1,Regular,2,10,Physics,1,Daytime,1,1,India,22,Trade,28,Bachelor of Science,5,Private Employee,8,Lawyer,1,0,No,0,No,1,0,Female,0,No,19,<20,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,<5,0,12,0,0,16.2,0.3,-0.92,Medium Risk,Dropout,1
1,Single,1,Regular,1,6,Electronics Engg,1,Daytime,1,1,India,1,No Schooling,1,No Schooling,5,Private Employee,5,Private Employee,1,0,No,0,No,1,0,Female,0,No,20,20-25,0,0,6,15,4,14.2,0,0,6,17,4,13.25,0,27.45,8,13.725,13+,0,12,8,0.666666667,15.5,2.8,-4.06,Medium Risk,Dropout,1
1,Single,1,Regular,5,12,Economics,1,Daytime,1,1,India,3,Middle,4,Secondary,5,Private Employee,4,Government Employee,1,0,No,0,No,1,0,Female,0,No,20,20-25,0,2,7,9,6,13.26666667,0,0,7,10,5,12.3,0,25.56666667,11,12.78333333,9-12.9,2,14,11,0.785714286,12.4,0.5,1.79,Medium Risk,Dropout,1
1,Single,8,Quota,2,16,Sociology,1,Daytime,1,1,India,13,IT Certification,1,No Schooling,10,Nurse,4,Government Employee,1,0,No,0,No,1,0,Female,0,No,20,20-25,0,0,7,12,6,11.66666667,0,0,7,10,3,13,0,24.66666667,9,12.33333333,9-12.9,0,14,9,0.642857143,16.2,0.3,-0.92,Medium Risk,Enrolled,0
1,Single,1,Regular,1,10,Physics,1,Daytime,1,1,India,22,Trade,27,Bachelor of Arts,7,Self-Employed,8,Lawyer,1,0,No,0,No,1,0,Female,0,No,18,<20,0,0,6,8,6,13.85714286,0,0,6,6,6,15,0,28.85714286,12,14.42857143,13+,0,12,12,1,13.9,-0.3,0.79,Medium Risk,Graduate,0
1,Single,8,Quota,2,9,Mathematics,1,Daytime,1,1,India,1,No Schooling,28,Bachelor of Science,5,Private Employee,8,Lawyer,1,0,No,0,No,1,0,Female,1,Yes,18,<20,0,0,5,9,3,13,0,0,5,11,3,11,0,24,6,12,9-12.9,0,10,6,0.6,8.9,1.4,3.51,Low Risk,Enrolled,0
1,Single,1,Regular,1,6,Electronics Engg,1,Daytime,1,1,India,13,IT Certification,14,Professional,10,Nurse,10,Technician,1,0,No,0,No,1,0,Female,0,No,19,<20,0,0,5,6,5,13.4,0,0,5,5,5,12.8,0,26.2,10,13.1,13+,0,10,10,1,10.8,1.4,1.74,Medium Risk,Graduate,0
1,Single,1,Regular,3,15,Psychology,1,Daytime,1,1,India,1,No Schooling,28,Bachelor of Science,5,Private Employee,8,Lawyer,1,0,No,0,No,1,0,Female,0,No,18,<20,0,0,6,6,6,12.66666667,0,0,6,7,6,12.57142857,0,25.23809524,12,12.61904762,9-12.9,0,12,12,1,10.8,1.4,1.74,Medium Risk,Graduate,0
1,Single,8,Quota,2,12,Economics,1,Daytime,1,1,India,22,Trade,27,Bachelor of Arts,10,Nurse,10,Technician,1,0,No,0,No,1,0,Female,0,No,18,<20,0,0,7,7,6,12.51666667,1,0,7,7,6,12.51666667,1,25.03333333,12,12.51666667,9-12.9,0,14,12,0.857142857,7.6,2.6,0.32,Medium Risk,Dropout,1
1,Single,14,Scholarship,1,12,Economics,1,Daytime,1,1,India,23,Specialized Training,28,Bachelor of Science,10,Nurse,6,Engineer,0,0,No,0,No,1,0,Female,0,No,20,20-25,0,0,7,11,6,11.61666667,0,0,7,7,7,13,0,24.61666667,13,12.30833333,9-12.9,0,14,13,0.928571429,13.9,-0.3,0.79,Medium Risk,Enrolled,0
1,Single,8,Quota,1,10,Physics,1,Daytime,1,1,India,13,IT Certification,27,Bachelor of Arts,10,Nurse,8,Lawyer,1,0,No,0,No,1,0,Female,1,Yes,20,20-25,0,0,6,13,2,10,0,0,6,12,4,10.75,0,20.75,6,10.375,9-12.9,0,12,6,0.5,7.6,2.6,0.32,Medium Risk,Enrolled,0
1,Single,8,Quota,1,9,Mathematics,1,Daytime,1,1,India,13,IT Certification,14,Professional,4,Government Employee,4,Government Employee,0,0,No,0,No,1,0,Female,0,No,20,20-25,0,0,5,11,3,10.33333333,0,0,5,10,3,10.66666667,0,21,6,10.5,9-12.9,0,10,6,0.6,12.4,0.5,1.79,Medium Risk,Enrolled,0
1,Single,1,Regular,2,6,Electronics Engg,1,Daytime,1,1,India,22,Trade,28,Bachelor of Science,10,Nurse,8,Lawyer,0,0,No,0,No,1,0,Female,0,No,18,<20,0,0,5,12,5,13.14285714,2,0,5,6,5,11.4,0,24.54285714,10,12.27142857,9-12.9,0,10,10,1,9.4,-0.8,-3.12,High Risk,Graduate,0
1,Single,1,Regular,1,9,Mathematics,1,Daytime,1,1,India,2,Primary,14,Professional,5,Private Employee,6,Engineer,0,0,No,0,No,1,0,Female,0,No,18,<20,0,0,5,5,5,12.6,0,0,5,5,5,14,0,26.6,10,13.3,13+,0,10,10,1,11.1,0.6,2.02,Medium Risk,Graduate,0
1,Single,8,Quota,1,11,Chemistry,1,Daytime,1,1,India,1,No Schooling,1,No Schooling,5,Private Employee,6,Engineer,1,0,No,0,No,1,0,Female,0,No,21,20-25,0,0,6,12,3,11,0,0,6,12,2,11,0,22,5,11,9-12.9,0,12,5,0.416666667,9.4,-0.8,-3.12,High Risk,Dropout,1
1,Single,1,Regular,2,9,Mathematics,1,Daytime,1,1,India,13,IT Certification,14,Professional,10,Nurse,8,Lawyer,1,0,No,0,No,1,0,Female,0,No,19,<20,0,0,5,8,5,10.8,0,0,5,9,4,11.25,2,22.05,9,11.025,9-12.9,0,10,9,0.9,16.2,0.3,-0.92,Medium Risk,Graduate,0
1,Single,1,Regular,1,2,IT,1,Daytime,1,1,India,3,Middle,14,Professional,3,Teacher,10,Technician,0,0,No,0,No,1,0,Female,0,No,19,<20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,10.8,1.4,1.74,Medium Risk,Dropout,1
1,Single,1,Regular,1,14,English,1,Daytime,1,1,India,23,Specialized Training,28,Bachelor of Science,10,Nurse,10,Technician,0,0,No,0,No,1,0,Female,1,Yes,19,<20,0,0,5,5,5,12.8,0,0,5,5,5,14.2,0,27,10,13.5,13+,0,10,10,1,9.4,-0.8,-3.12,High Risk,Graduate,0
1,Single,1,Regular,1,6,Electronics Engg,1,Daytime,1,1,India,13,IT Certification,28,Bachelor of Science,5,Private Employee,8,Lawyer,1,0,No,0,No,1,0,Female,0,No,19,<20,0,0,6,15,6,14.16666667,0,0,6,13,6,12.2,0,26.36666667,12,13.18333333,13+,0,12,12,1,15.5,2.8,-4.06,Medium Risk,Graduate,0
1,Single,8,Quota,6,13,Management,1,Daytime,1,1,India,1,No Schooling,1,No Schooling,5,Private Employee,6,Engineer,1,0,No,0,No,1,0,Female,0,No,19,<20,0,0,7,12,5,12.1,0,0,7,0,0,0,0,12.1,5,6.05,5-8.9,0,14,5,0.357142857,13.9,-0.3,0.79,Medium Risk,Dropout,1
1,Single,15,Reserved Category,1,6,Electronics Engg,1,Daytime,14,1,India,22,Trade,27,Bachelor of Arts,10,Nurse,10,Technician,1,0,No,0,No,1,0,Female,0,No,20,20-25,0,1,6,7,6,14.16666667,0,1,6,17,5,13.77777778,0,27.94444444,11,13.97222222,13+,2,12,11,0.916666667,12.4,0.5,1.79,Medium Risk,Graduate,0
1,Single,1,Regular,1,16,Sociology,1,Daytime,1,1,India,13,IT Certification,28,Bachelor of Science,10,Nurse,4,Government Employee,1,0,No,0,No,1,0,Female,1,Yes,18,<20,0,0,6,8,5,12.8,0,0,6,7,5,13.4,0,26.2,10,13.1,13+,0,12,10,0.833333333,9.4,-0.8,-3.12,High Risk,Enrolled,0
1,Single,8,Quota,3,10,Physics,1,Daytime,1,1,India,1,No Schooling,29,PhD Advanced,6,Business,4,Government Employee,1,0,No,0,No,1,0,Female,0,No,18,<20,0,0,6,7,6,13,0,0,6,6,6,13.66666667,0,26.66666667,12,13.33333333,13+,0,12,12,1,12.4,0.5,1.79,Medium Risk,Graduate,0
1,Single,8,Quota,6,12,Economics,1,Daytime,1,1,India,1,No Schooling,27,Bachelor of Arts,9,Doctor,10,Technician,1,0,No,0,No,1,0,Female,0,No,19,<20,0,0,7,7,7,13.46714286,0,0,8,9,8,15.01111111,0,28.47825397,15,14.23912698,13+,0,15,15,1,12.4,0.5,1.79,Medium Risk,Graduate,0
1,Single,1,Regular,3,12,Economics,1,Daytime,1,1,India,13,IT Certification,14,Professional,6,Business,9,Accountant,1,0,No,0,No,1,0,Female,1,Yes,18,<20,0,0,7,9,7,13.2375,0,0,8,9,7,13.74285714,0,26.98035714,14,13.49017857,13+,0,15,14,0.933333333,13.9,-0.3,0.79,Medium Risk,Dropout,1
1,Single,8,Quota,2,5,Electrical Engg,1,Daytime,1,1,India,22,Trade,27,Bachelor of Arts,10,Nurse,10,Technician,1,0,No,0,No,1,0,Female,0,No,18,<20,0,0,6,6,6,12.33333333,0,0,6,6,6,13,0,25.33333333,12,12.66666667,9-12.9,0,12,12,1,7.6,2.6,0.32,Medium Risk,Graduate,0
1,Single,1,Regular,4,9,Mathematics,1,Daytime,1,1,India,1,No Schooling,14,Professional,5,Private Employee,9,Accountant,1,0,No,0,No,1,0,Female,0,No,19,<20,0,0,5,7,5,12.4,0,0,5,5,5,14.6,0,27,10,13.5,13+,0,10,10,1,8.9,1.4,3.51,Low Risk,Graduate,0
1,Single,8,Quota,6,12,Economics,1,Daytime,1,1,India,1,No Schooling,14,Professional,4,Government Employee,4,Government Employee,1,0,No,0,No,1,0,Female,0,No,19,<20,0,0,7,8,5,14,0,0,7,7,0,0,0,14,5,7,5-8.9,0,14,5,0.357142857,13.9,-0.3,0.79,Medium Risk,Dropout,1
1,Single,14,Scholarship,1,10,Physics,1,Daytime,1,1,India,23,Specialized Training,27,Bachelor of Arts,10,Nurse,8,Lawyer,0,0,No,0,No,1,0,Female,0,No,20,20-25,0,5,9,15,9,11.66666667,0,2,7,8,7,11.71428571,0,23.38095238,16,11.69047619,9-12.9,7,16,16,1,7.6,2.6,0.32,Medium Risk,Graduate,0
1,Single,1,Regular,1,14,English,1,Daytime,1,1,India,1,No Schooling,28,Bachelor of Science,4,Government Employee,10,Technician,0,0,No,1,Yes,0,0,Female,1,Yes,19,<20,0,0,6,7,5,12,0,0,6,9,4,12.5,0,24.5,9,12.25,9-12.9,0,12,9,0.75,12.4,0.5,1.79,Medium Risk,Dropout,1
1,Single,8,Quota,1,14,English,1,Daytime,1,1,India,13,IT Certification,14,Professional,6,Business,6,Engineer,1,0,No,0,No,1,0,Female,0,No,20,20-25,0,0,5,7,4,12.2,0,0,5,5,4,11.5,0,23.7,8,11.85,9-12.9,0,10,8,0.8,7.6,2.6,0.32,Medium Risk,Graduate,0
1,Single,1,Regular,1,15,Psychology,1,Daytime,1,1,India,1,No Schooling,1,No Schooling,20,Lawyer,39,Electrician,0,0,No,1,Yes,1,0,Female,1,Yes,18,<20,0,0,6,6,6,14.83333333,0,0,6,6,6,14.83333333,0,29.66666667,12,14.83333333,13+,0,12,12,1,8.9,1.4,3.51,Low Risk,Graduate,0
1,Single,1,Regular,2,12,Economics,1,Daytime,1,1,India,13,IT Certification,1,No Schooling,5,Private Employee,8,Lawyer,0,0,No,0,No,1,0,Female,1,Yes,20,20-25,0,0,7,9,5,13.188,0,0,8,9,7,12.89285714,0,26.08085714,12,13.04042857,13+,0,15,12,0.8,11.1,0.6,2.02,Medium Risk,Enrolled,0
1,Single,9,Online,1,12,Economics,1,Daytime,1,1,India,13,IT Certification,1,No Schooling,5,Private Employee,9,Accountant,0,0,No,0,No,1,0,Female,0,No,18,<20,0,0,7,8,7,17.125,0,0,8,8,8,17.5875,0,34.7125,15,17.35625,13+,0,15,15,1,13.9,-0.3,0.79,Medium Risk,Graduate,0
1,Single,1,Regular,5,12,Economics,1,Daytime,1,1,India,22,Trade,27,Bachelor of Arts,10,Nurse,10,Technician,1,0,No,0,No,1,0,Female,0,No,19,<20,0,0,7,7,6,12.66666667,0,0,7,7,6,12.66666667,0,25.33333333,12,12.66666667,9-12.9,0,14,12,0.857142857,7.6,2.6,0.32,Medium Risk,Graduate,0
1,Single,1,Regular,6,15,Psychology,1,Daytime,1,1,India,13,IT Certification,1,No Schooling,5,Private Employee,5,Private Employee,1,0,No,0,No,1,0,Female,1,Yes,19,<20,0,0,6,8,6,12.66666667,0,0,6,10,5,12,0,24.66666667,11,12.33333333,9-12.9,0,12,11,0.916666667,12.4,0.5,1.79,Medium Risk,Graduate,0
1,Single,16,Sponsored,1,9,Mathematics,1,Daytime,1,1,India,3,Middle,1,No Schooling,4,Government Employee,4,Government Employee,1,0,No,1,Yes,0,0,Female,0,No,22,20-25,0,0,5,8,0,0,0,0,5,7,0,0,0,0,0,0,<5,0,10,0,0,8.9,1.4,3.51,Low Risk,Enrolled,0
1,Single,1,Regular,3,10,Physics,1,Daytime,1,1,India,1,No Schooling,10,PhD,10,Nurse,11,Professional,1,0,No,0,No,1,0,Female,1,Yes,19,<20,0,0,6,7,6,11.33333333,0,0,6,6,6,11.5,0,22.83333333,12,11.41666667,9-12.9,0,12,12,1,12.4,0.5,1.79,Medium Risk,Graduate,0
1,Single,1,Regular,3,12,Economics,1,Daytime,1,1,India,13,IT Certification,14,Professional,10,Nurse,8,Lawyer,1,0,No,0,No,1,0,Female,1,Yes,19,<20,0,0,7,10,7,13.605,0,0,8,11,8,12.33125,0,25.93625,15,12.968125,9-12.9,0,15,15,1,15.5,2.8,-4.06,Medium Risk,Graduate,0
1,Single,8,Quota,5,16,Sociology,1,Daytime,1,1,India,22,Trade,28,Bachelor of Science,6,Business,7,Doctor,1,0,No,0,No,1,0,Female,1,Yes,19,<20,0,0,6,10,5,12,0,0,6,9,5,10.8,0,22.8,10,11.4,9-12.9,0,12,10,0.833333333,9.4,-0.8,-3.12,High Risk,Graduate,0
1,Single,1,Regular,4,11,Chemistry,1,Daytime,1,1,India,10,PhD,14,Professional,10,Nurse,10,Technician,1,0,No,0,No,1,0,Female,0,No,19,<20,0,0,5,10,0,0,0,0,5,10,0,0,0,0,0,0,<5,0,10,0,0,7.6,2.6,0.32,Medium Risk,Dropout,1
1,Single,8,Quota,1,11,Chemistry,1,Daytime,1,1,India,1,No Schooling,27,Bachelor of Arts,10,Nurse,11,Professional,1,0,No,0,No,1,0,Female,0,No,20,20-25,0,0,6,8,5,11.2,0,0,6,12,3,11.66666667,0,22.86666667,8,11.43333333,9-12.9,0,12,8,0.666666667,7.6,2.6,0.32,Medium Risk,Dropout,1
1,Single,1,Regular,1,9,Mathematics,1,Daytime,1,1,India,3,Middle,14,Professional,3,Teacher,11,Professional,0,0,No,0,No,1,0,Female,0,No,18,<20,0,0,5,10,5,13.375,0,0,5,9,5,14.16666667,0,27.54166667,10,13.77083333,13+,0,10,10,1,13.9,-0.3,0.79,Medium Risk,Graduate,0
1,Single,1,Regular,1,12,Economics,1,Daytime,1,1,India,1,No Schooling,14,Professional,10,Nurse,10,Technician,0,0,No,0,No,1,0,Female,1,Yes,20,20-25,0,0,7,8,6,13.86333333,0,0,8,9,7,14.17857143,0,28.04190476,13,14.02095238,13+,0,15,13,0.866666667,11.1,0.6,2.02,Medium Risk,Graduate,0
1,Single,1,Regular,1,2,IT,1,Daytime,1,1,India,3,Middle,27,Bachelor of Arts,3,Teacher,9,Accountant,1,0,No,0,No,1,0,Female,0,No,18,<20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,9.4,-0.8,-3.12,High Risk,Enrolled,0
